date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:36	46830/46830	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2011:48:35%20GMT	https://localhost/Wordpress/tubade-hinnakiri/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/tubade-hinnakiri/index.html	(from https://localhost/Wordpress/)
14:48:36	46450/46450	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2011:48:35%20GMT	https://localhost/Wordpress/37-2/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/37-2/index.html	(from https://localhost/Wordpress/)
14:48:36	988/988	---M--	200	added ('OK')	image/svg+xml	etag:%223dc-616205e93fb6b%22	https://localhost/Wordpress/wp-content/plugins/translatepress-multilingual/assets/images/arrow-down-3101.svg	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/plugins/translatepress-multilingual/assets/images/arrow-down-3101.svg	(from https://localhost/Wordpress/wp-content/plugins/translatepress-multilingual/assets/css/trp-language-switcher.css?ver=2.7.4)
14:48:37	44458/44458	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2011:48:36%20GMT	https://localhost/Wordpress/44-2/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/44-2/index.html	(from https://localhost/Wordpress/)
14:48:37	664/664	---M--	200	added ('OK')	font/woff2	etag:%22298-615fad5e5a210%22	https://localhost/Wordpress/wp-content/themes/blocksy/static/fonts/stars.woff2	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/themes/blocksy/static/fonts/stars.woff2	(from https://localhost/Wordpress/wp-content/themes/blocksy/static/bundle/main.min.css?ver=2.0.39)
14:48:37	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-6159341292608%22	https://localhost/Wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-includes/js/jquery/jquery.minf43b.js	(from https://localhost/Wordpress/en/)
14:48:37	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-6159341244fc0%22	https://localhost/Wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://localhost/Wordpress/en/)
14:48:38	873/873	---M--	200	added ('OK')	application/rss+xml	etag:%22f25c075be0060ca9a6241d37b9631249%22	https://localhost/Wordpress/en/feed/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/feed/index.html	(from https://localhost/Wordpress/en/)
14:48:38	2832/2832	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:37%20GMT	https://localhost/Wordpress/en/wp-json/wp/v2/pages/31	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/wp/v2/pages/31.json	(from https://localhost/Wordpress/en/)
14:48:38	767/767	---M--	200	added ('OK')	application/rss+xml	etag:%22f25c075be0060ca9a6241d37b9631249%22	https://localhost/Wordpress/en/comments/feed/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/comments/feed/index.html	(from https://localhost/Wordpress/en/)
14:48:38	187605/187605	---MC-	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:38%20GMT	https://localhost/Wordpress/en/wp-json/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/index.html	(from https://localhost/Wordpress/en/)
14:48:38	2058/2058	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:38%20GMT	https://localhost/Wordpress/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Fen%2F	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/oembed/1.0/embed1dd3.json	(from https://localhost/Wordpress/en/)
14:48:39	2206/2206	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20Apr%202024%2011:48:38%20GMT	https://localhost/Wordpress/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Fen%2F&format=xml	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/oembed/1.0/embed82b2	(from https://localhost/Wordpress/en/)
14:48:39	26630/26630	---M--	200	added ('OK')	text/javascript	etag:%226806-616205e96d6a0%22	https://localhost/Wordpress/wp-content/plugins/translatepress-multilingual/assets/js/trp-translate-dom-changes.js?ver=2.7.4	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/plugins/translatepress-multilingual/assets/js/trp-translate-dom-changesae29.js	(from https://localhost/Wordpress/en/)
14:48:40	49518/49518	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2011:48:39%20GMT	https://localhost/Wordpress/en/tubade-hinnakiri/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/tubade-hinnakiri/index.html	(from https://localhost/Wordpress/en/)
14:48:40	49284/49284	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2011:48:39%20GMT	https://localhost/Wordpress/en/37-2/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/37-2/index.html	(from https://localhost/Wordpress/en/)
14:48:40	4496/4496	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:40%20GMT	https://localhost/Wordpress/wp-json/wp/v2/pages/28	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/wp/v2/pages/28.json	(from https://localhost/Wordpress/tubade-hinnakiri/)
14:48:40	47288/47288	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Apr%202024%2011:48:40%20GMT	https://localhost/Wordpress/en/44-2/	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/44-2/index.html	(from https://localhost/Wordpress/en/)
14:48:40	2120/2120	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:40%20GMT	https://localhost/Wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Ftubade-hinnakiri%2F	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/oembed/1.0/embedeebf.json	(from https://localhost/Wordpress/tubade-hinnakiri/)
14:48:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Apr%202024%2011:48:40%20GMT	https://localhost/Wordpress/?p=28	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/index3c55.html	(from https://localhost/Wordpress/tubade-hinnakiri/)
14:48:41	2276/2276	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20Apr%202024%2011:48:40%20GMT	https://localhost/Wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Ftubade-hinnakiri%2F&format=xml	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/oembed/1.0/embed3b7f	(from https://localhost/Wordpress/tubade-hinnakiri/)
14:48:41	4158/4158	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:41%20GMT	https://localhost/Wordpress/wp-json/wp/v2/pages/37	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/wp/v2/pages/37.json	(from https://localhost/Wordpress/37-2/)
14:48:42	2048/2048	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:41%20GMT	https://localhost/Wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2F37-2%2F	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/oembed/1.0/embedfa3c.json	(from https://localhost/Wordpress/37-2/)
14:48:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Apr%202024%2011:48:41%20GMT	https://localhost/Wordpress/?p=37	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/index4837.html	(from https://localhost/Wordpress/37-2/)
14:48:42	2197/2197	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20Apr%202024%2011:48:42%20GMT	https://localhost/Wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2F37-2%2F&format=xml	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/oembed/1.0/embed56c6	(from https://localhost/Wordpress/37-2/)
14:48:42	51282/51282	---M--	200	added ('OK')	image/jpeg	etag:%22c852-616211551d085%22	https://localhost/Wordpress/wp-content/uploads/2024/04/73305596_2134747473486138_6107011670310125568_n-1.jpg	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/uploads/2024/04/73305596_2134747473486138_6107011670310125568_n-1.jpg	(from https://localhost/Wordpress/37-2/)
14:48:42	48391/48391	---M--	200	added ('OK')	image/jpeg	etag:%22bd07-61621162564a2%22	https://localhost/Wordpress/wp-content/uploads/2024/04/73482674_2134747603486125_7507557753431261184_n.jpg	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/uploads/2024/04/73482674_2134747603486125_7507557753431261184_n.jpg	(from https://localhost/Wordpress/37-2/)
14:48:42	312341/312341	---M--	200	added ('OK')	image/jpeg	etag:%224c415-616211f5cbfe4%22	https://localhost/Wordpress/wp-content/uploads/2024/04/324631608_563540315315673_4265017014393975424_n.jpg	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/uploads/2024/04/324631608_563540315315673_4265017014393975424_n.jpg	(from https://localhost/Wordpress/37-2/)
14:48:43	283383/283383	---M--	200	added ('OK')	image/jpeg	etag:%22452f7-61621211ea93f%22	https://localhost/Wordpress/wp-content/uploads/2024/04/324233801_1895818250777883_2822981489500714844_n.jpg	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/uploads/2024/04/324233801_1895818250777883_2822981489500714844_n.jpg	(from https://localhost/Wordpress/37-2/)
14:48:43	46816/46816	---M--	200	added ('OK')	image/jpeg	etag:%22b6e0-616212ca7ba50%22	https://localhost/Wordpress/wp-content/uploads/2024/04/75402034_2134747513486134_3610831099405533184_n-1.jpg	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/uploads/2024/04/75402034_2134747513486134_3610831099405533184_n-1.jpg	(from https://localhost/Wordpress/37-2/)
14:48:43	83082/83082	---M--	200	added ('OK')	image/jpeg	etag:%221448a-6162123725ef2%22	https://localhost/Wordpress/wp-content/uploads/2024/04/67944826_2078925245735028_321966498153234432_n.jpg	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-content/uploads/2024/04/67944826_2078925245735028_321966498153234432_n.jpg	(from https://localhost/Wordpress/37-2/)
14:48:44	2540/2540	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:43%20GMT	https://localhost/Wordpress/wp-json/wp/v2/pages/44	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/wp/v2/pages/44.json	(from https://localhost/Wordpress/44-2/)
14:48:44	2048/2048	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:44%20GMT	https://localhost/Wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2F44-2%2F	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/oembed/1.0/embed784d.json	(from https://localhost/Wordpress/44-2/)
14:48:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Apr%202024%2011:48:44%20GMT	https://localhost/Wordpress/?p=44	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/index49b1.html	(from https://localhost/Wordpress/44-2/)
14:48:45	2197/2197	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20Apr%202024%2011:48:44%20GMT	https://localhost/Wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2F44-2%2F&format=xml	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/wp-json/oembed/1.0/embedff35	(from https://localhost/Wordpress/44-2/)
14:48:45	4515/4515	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:45%20GMT	https://localhost/Wordpress/en/wp-json/wp/v2/pages/28	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/wp/v2/pages/28.json	(from https://localhost/Wordpress/en/tubade-hinnakiri/)
14:48:45	2122/2122	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:45%20GMT	https://localhost/Wordpress/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Fen%2Ftubade-hinnakiri%2F	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/oembed/1.0/embedfb9f.json	(from https://localhost/Wordpress/en/tubade-hinnakiri/)
14:48:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Apr%202024%2011:48:45%20GMT	https://localhost/Wordpress/en/?p=28	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/index3c55.html	(from https://localhost/Wordpress/en/tubade-hinnakiri/)
14:48:46	2275/2275	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20Apr%202024%2011:48:45%20GMT	https://localhost/Wordpress/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Fen%2Ftubade-hinnakiri%2F&format=xml	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/oembed/1.0/embed1234	(from https://localhost/Wordpress/en/tubade-hinnakiri/)
14:48:46	4190/4190	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:46%20GMT	https://localhost/Wordpress/en/wp-json/wp/v2/pages/37	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/wp/v2/pages/37.json	(from https://localhost/Wordpress/en/37-2/)
14:48:47	2070/2070	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:46%20GMT	https://localhost/Wordpress/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Fen%2F37-2%2F	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/oembed/1.0/embedefdd.json	(from https://localhost/Wordpress/en/37-2/)
14:48:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Apr%202024%2011:48:47%20GMT	https://localhost/Wordpress/en/?p=37	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/index4837.html	(from https://localhost/Wordpress/en/37-2/)
14:48:47	2216/2216	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20Apr%202024%2011:48:47%20GMT	https://localhost/Wordpress/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Fen%2F37-2%2F&format=xml	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/oembed/1.0/embed2f57	(from https://localhost/Wordpress/en/37-2/)
14:48:48	2562/2562	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:47%20GMT	https://localhost/Wordpress/en/wp-json/wp/v2/pages/44	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/wp/v2/pages/44.json	(from https://localhost/Wordpress/en/44-2/)
14:48:48	2070/2070	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2011:48:48%20GMT	https://localhost/Wordpress/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Fen%2F44-2%2F	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/oembed/1.0/embed6aa3.json	(from https://localhost/Wordpress/en/44-2/)
14:48:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Apr%202024%2011:48:48%20GMT	https://localhost/Wordpress/en/?p=44	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/index49b1.html	(from https://localhost/Wordpress/en/44-2/)
14:48:48	2216/2216	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20Apr%202024%2011:48:48%20GMT	https://localhost/Wordpress/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flocalhost%2FWordpress%2Fen%2F44-2%2F&format=xml	C:/Users/andri/Desktop/Uus%20kaust%20(4)/MajutusWebsite/localhost/Wordpress/en/wp-json/oembed/1.0/embed1f59	(from https://localhost/Wordpress/en/44-2/)
